NAxe	NTrace	Loc	Xsque	Ysque	U	V	Angle	NDate	Duree	Amplitude	DateTDCvieux	DateTDCrecent	Marqueur	EPR	AOR	OLS	WLS	RLS	RWLS	JK	K	MDL	DateK	Product	DateProd
1	23	Tuto	828739.808	6259419.703	-0.934	-0.357	0.456	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	24	Tuto	828774.926	6259326.072	-0.935	-0.355	0.454	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	25	Tuto	828810.949	6259232.79	-0.932	-0.361	0.462	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	26	Tuto	828846.588	6259139.361	-0.936	-0.352	0.45	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	27	Tuto	828881.5	6259045.654	-0.942	-0.336	0.429	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	28	Tuto	828914.539	6258951.285	-0.95	-0.313	0.399	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	29	Tuto	828945.146	6258856.084	-0.956	-0.293	0.374	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	30	Tuto	828974.504	6258760.502	-0.967	-0.253	0.322	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	31	Tuto	828998.528	6258663.431	-0.972	-0.236	0.301	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	32	Tuto	829022.199	6258566.277	-0.975	-0.223	0.284	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	33	Tuto	829044.133	6258468.712	-0.975	-0.224	0.285	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	34	Tuto	829066.292	6258371.2	-0.973	-0.232	0.295	3	4.757	46.771	2011-09-30	2016-07-02	3	9.83	8.81	8.81	8.81	9.15	8.81	NA	2	8.81	NA	Cerema	2020-12-18
1	35	Tuto	829087.752	6258273.532	-0.976	-0.219	0.279	3	4.758	44.711	2011-09-30	2016-07-02	3	9.4	117976.11	8.85	8.85	9.04	8.85	117976.11	2	8.85	NA	Cerema	2020-12-18
1	36	Tuto	829109.047	6258175.825	-0.977	-0.214	0.272	3	4.758	49.167	2011-09-30	2016-07-02	3	10.33	77018.15	9.98	9.98	10.1	9.98	77018.15	2	9.98	NA	Cerema	2020-12-18
1	37	Tuto	829130.342	6258078.119	-0.982	-0.188	0.239	3	4.758	61.437	2011-09-30	2016-07-02	3	12.91	140371.88	12.14	12.14	12.4	12.14	140371.88	2	12.14	NA	Cerema	2020-12-18
1	38	Tuto	829143.267	6257979.075	-0.994	-0.111	0.141	3	4.758	68.622	2011-09-30	2016-07-02	3	14.42	68129.22	13.79	13.79	14	13.79	68129.22	2	13.79	NA	Cerema	2020-12-18
1	39	Tuto	829151.761	6257879.436	-0.997	-0.08	0.102	3	4.758	68.274	2011-09-30	2016-07-02	3	14.22	-5998.62	14.29	14.29	14.27	14.29	-5998.62	2	14.29	NA	Cerema	2020-12-18
1	40	Tuto	829159.032	6257779.709	-0.998	-0.064	0.081	3	4.758	79.08	2011-09-30	2016-07-02	3	16.62	46870.35	16.12	16.12	16.29	16.12	46870.35	2	16.12	NA	Cerema	2020-12-18
1	41	Tuto	829164.546	6257679.861	-0.999	-0.04	0.051	3	4.758	93.882	2011-09-30	2016-07-02	3	19.45	-11821.58	19.59	19.59	19.54	19.59	-11821.58	2	19.59	NA	Cerema	2020-12-18
1	42	Tuto	829163.407	6257579.891	-0.999	0.034	-0.043	2	4.758	97.503	2011-09-30	2016-07-02	3	20.49	20.49	20.49	20.49	20.49	20.49	NA	2	20.49	NA	Cerema	2020-12-18
1	43	Tuto	829158.183	6257480.102	-0.987	0.159	-0.202	3	4.758	116.181	2011-09-30	2016-07-02	3	24.42	9687.77	24.28	24.28	24.33	24.28	9687.77	2	24.28	NA	Cerema	2020-12-18
1	44	Tuto	829133.991	6257383.195	-0.961	0.275	-0.351	3	4.758	128.882	2011-09-30	2016-07-02	3	26.4	-20451.13	26.74	26.74	26.63	26.74	-20451.13	2	26.74	NA	Cerema	2020-12-18
1	45	Tuto	829103.545	6257287.943	-0.948	0.319	-0.407	3	4.758	108.723	2011-09-30	2016-07-02	3	22.11	-21945.66	22.48	22.48	22.36	22.48	-21945.66	2	22.48	NA	Cerema	2020-12-18
1	46	Tuto	829070.398	6257193.673	-0.931	0.364	-0.466	2	4.757	101.484	2011-09-30	2016-07-02	3	21.33	21.33	21.33	21.33	21.33	21.33	NA	2	21.33	NA	Cerema	2020-12-18
1	47	Tuto	829032.503	6257101.132	-0.925	0.379	-0.485	2	4.757	84.222	2011-09-30	2016-07-02	3	17.7	17.7	17.7	17.7	17.7	17.7	NA	2	17.7	NA	Cerema	2020-12-18
1	48	Tuto	828994.608	6257008.59	-0.925	0.379	-0.485	2	4.757	49.407	2011-09-30	2016-07-02	3	10.39	10.39	10.39	10.39	10.39	10.39	NA	2	10.39	NA	Cerema	2020-12-18
1	49	Tuto	828956.712	6256916.049	-0.917	0.399	-0.512	2	4.757	15.989	2011-09-30	2016-07-02	3	3.36	3.36	3.36	3.36	3.36	3.36	NA	2	3.36	NA	Cerema	2020-12-18
1	50	Tuto	828914.857	6256825.379	-0.84	0.543	-0.712	2	4.757	21.482	2011-09-30	2016-07-02	3	4.52	4.52	4.52	4.52	4.52	4.52	NA	2	4.52	NA	Cerema	2020-12-18
1	51	Tuto	828846.679	6256756.653	-0.615	0.789	-1.212	2	4.757	20.186	2011-09-30	2016-07-02	3	4.24	4.24	4.24	4.24	4.24	4.24	NA	2	4.24	NA	Cerema	2020-12-18
1	52	Tuto	828762.032	6256703.408	-0.514	0.858	-1.494	2	4.757	36.177	2011-09-30	2016-07-02	3	7.6	7.6	7.6	7.6	7.6	7.6	NA	2	7.6	NA	Cerema	2020-12-18
1	53	Tuto	828674.677	6256654.861	-0.459	0.889	-1.689	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	54	Tuto	828584.849	6256610.92	-0.44	0.898	-1.765	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	55	Tuto	828495.02	6256566.98	-0.44	0.898	-1.765	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	56	Tuto	828405.191	6256523.039	-0.433	0.901	-1.795	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	57	Tuto	828315.227	6256479.383	-0.401	0.916	-1.945	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	58	Tuto	828222.464	6256442.067	-0.357	0.934	-2.191	3	4.757	12.933	2011-09-30	2016-07-02	3	-2.72	-2.84	-2.66	-2.66	-2.74	-2.66	-2.84	2	-2.66	NA	Cerema	2020-12-18
1	59	Tuto	828128.614	6256407.538	-0.345	0.939	-2.269	3	4.757	8.335	2011-09-30	2016-07-02	3	-1.75	-1.96	-1.66	-1.81	-1.79	-1.81	-1.96	2	-1.66	NA	Cerema	2020-12-18
1	60	Tuto	828034.783	6256372.958	-0.349	0.937	-2.242	2	1.752	0.133	2011-09-30	2013-07-01	3	-0.08	-0.08	-0.08	-0.08	-0.08	-0.08	NA	1	-0.08	NA	Cerema	2020-12-18
1	61	Tuto	827940.973	6256338.325	-0.372	0.928	-2.101	2	1.752	5.783	2011-09-30	2013-07-01	3	-3.3	-3.3	-3.3	-3.3	-3.3	-3.3	NA	2	-3.3	NA	Cerema	2020-12-18
1	62	Tuto	827849.86	6256297.196	-0.417	0.909	-1.867	2	1.752	7.885	2011-09-30	2013-07-01	3	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	NA	2	-4.5	NA	Cerema	2020-12-18
1	63	Tuto	827759.603	6256254.142	-0.431	0.902	-1.803	2	1.752	9.973	2011-09-30	2013-07-01	3	-5.69	-5.69	-5.69	-5.69	-5.69	-5.69	NA	2	-5.69	NA	Cerema	2020-12-18
1	64	Tuto	827669.346	6256211.088	-0.431	0.902	-1.803	2	1.752	11.025	2011-09-30	2013-07-01	3	-6.29	-6.29	-6.29	-6.29	-6.29	-6.29	NA	2	-6.29	NA	Cerema	2020-12-18
1	65	Tuto	827579.088	6256168.034	-0.416	0.909	-1.871	2	1.752	211.598	2011-09-30	2013-07-01	3	-120.76	-120.76	-120.76	-120.76	-120.76	-120.76	NA	2	-120.76	NA	Cerema	2020-12-18
1	66	Tuto	827487.781	6256127.365	-0.375	0.927	-2.084	2	1.752	236.934	2011-09-30	2013-07-01	3	-135.22	-135.22	-135.22	-135.22	-135.22	-135.22	NA	2	-135.22	NA	Cerema	2020-12-18
1	67	Tuto	827394.097	6256092.397	-0.385	0.923	-2.028	2	1.752	59.858	2011-09-30	2013-07-01	3	-34.16	-34.16	-34.16	-34.16	-34.16	-34.16	NA	2	-34.16	NA	Cerema	2020-12-18
1	68	Tuto	827303.5	6256050.118	-0.422	0.906	-1.843	2	1.752	33.834	2011-09-30	2013-07-01	3	19.31	19.31	19.31	19.31	19.31	19.31	NA	2	19.31	NA	Cerema	2020-12-18
1	69	Tuto	827213.464	6256006.608	-0.419	0.908	-1.858	2	1.752	57.427	2011-09-30	2013-07-01	3	32.77	32.77	32.77	32.77	32.77	32.77	NA	2	32.77	NA	Cerema	2020-12-18
1	70	Tuto	827121.119	6255968.555	-0.378	0.926	-2.067	2	1.752	63.513	2011-09-30	2013-07-01	3	36.25	36.25	36.25	36.25	36.25	36.25	NA	2	36.25	NA	Cerema	2020-12-18
1	71	Tuto	827029.12	6255929.486	-0.434	0.901	-1.791	2	1.752	143.254	2011-09-30	2013-07-01	3	81.76	81.76	81.76	81.76	81.76	81.76	NA	2	81.76	NA	Cerema	2020-12-18
1	72	Tuto	826939.485	6255885.315	-0.535	0.845	-1.428	2	1.752	101.37	2011-09-30	2013-07-01	3	57.85	57.85	57.85	57.85	57.85	57.85	NA	2	57.85	NA	Cerema	2020-12-18
1	73	Tuto	826858.782	6255826.325	-0.607	0.795	-1.231	2	1.752	81.867	2011-09-30	2013-07-01	3	46.72	46.72	46.72	46.72	46.72	46.72	NA	2	46.72	NA	Cerema	2020-12-18
1	74	Tuto	826781.559	6255762.793	-0.633	0.774	-1.167	2	1.752	34.991	2011-09-30	2013-07-01	3	19.97	19.97	19.97	19.97	19.97	19.97	NA	2	19.97	NA	Cerema	2020-12-18
1	75	Tuto	826704.421	6255699.155	-0.651	0.759	-1.125	2	1.752	11.397	2011-09-30	2013-07-01	3	6.5	6.5	6.5	6.5	6.5	6.5	NA	2	6.5	NA	Cerema	2020-12-18
1	76	Tuto	826627.609	6255635.158	-0.695	0.719	-1.026	2	1.752	65.836	2011-09-30	2013-07-01	3	-37.57	-37.57	-37.57	-37.57	-37.57	-37.57	NA	2	-37.57	NA	Cerema	2020-12-18
1	77	Tuto	826557.074	6255564.272	-0.709	0.705	-0.996	2	1.752	54.38	2011-09-30	2013-07-01	3	-31.03	-31.03	-31.03	-31.03	-31.03	-31.03	NA	2	-31.03	NA	Cerema	2020-12-18
1	78	Tuto	826486.539	6255493.386	-0.721	0.693	-0.97	2	1.752	28.147	2011-09-30	2013-07-01	3	-16.06	-16.06	-16.06	-16.06	-16.06	-16.06	NA	2	-16.06	NA	Cerema	2020-12-18
1	79	Tuto	826418.444	6255420.202	-0.765	0.644	-0.876	2	1.752	11.933	2011-09-30	2013-07-01	3	6.81	6.81	6.81	6.81	6.81	6.81	NA	2	6.81	NA	Cerema	2020-12-18
1	80	Tuto	826357.847	6255340.7	-0.851	0.525	-0.686	2	1.752	48.505	2011-09-30	2013-07-01	3	27.68	27.68	27.68	27.68	27.68	27.68	NA	2	27.68	NA	Cerema	2020-12-18
1	81	Tuto	826319.141	6255250.361	-0.964	0.267	-0.34	2	1.752	33.493	2011-09-30	2013-07-01	3	19.11	19.11	19.11	19.11	19.11	19.11	NA	2	19.11	NA	Cerema	2020-12-18
1	82	Tuto	826300.004	6255152.299	-0.994	0.105	-0.134	2	1.752	5.875	2011-09-30	2013-07-01	3	3.35	3.35	3.35	3.35	3.35	3.35	NA	2	3.35	NA	Cerema	2020-12-18
1	83	Tuto	826292.833	6255052.6	-1	0.018	-0.023	2	1.752	11.706	2011-09-30	2013-07-01	3	6.68	6.68	6.68	6.68	6.68	6.68	NA	2	6.68	NA	Cerema	2020-12-18
1	84	Tuto	826294.079	6254952.647	-0.999	-0.05	0.064	2	1.752	12.474	2011-09-30	2013-07-01	3	7.12	7.12	7.12	7.12	7.12	7.12	NA	2	7.12	NA	Cerema	2020-12-18
1	85	Tuto	826303.084	6254853.062	-0.996	-0.093	0.118	2	1.752	28.15	2011-09-30	2013-07-01	3	16.07	16.07	16.07	16.07	16.07	16.07	NA	2	16.07	NA	Cerema	2020-12-18
1	86	Tuto	826314.436	6254753.715	-0.992	-0.122	0.155	2	1.752	24.363	2011-09-30	2013-07-01	3	13.9	13.9	13.9	13.9	13.9	13.9	NA	2	13.9	NA	Cerema	2020-12-18
1	87	Tuto	826327.01	6254654.512	-0.984	-0.178	0.227	2	1.752	13.761	2011-09-30	2013-07-01	3	7.85	7.85	7.85	7.85	7.85	7.85	NA	2	7.85	NA	Cerema	2020-12-18
1	88	Tuto	826350.075	6254557.33	-0.951	-0.309	0.394	2	1.752	17.757	2011-09-30	2013-07-01	3	10.13	10.13	10.13	10.13	10.13	10.13	NA	2	10.13	NA	Cerema	2020-12-18
1	89	Tuto	826390.608	6254466.054	-0.905	-0.425	0.546	2	1.752	15.132	2011-09-30	2013-07-01	3	8.64	8.64	8.64	8.64	8.64	8.64	NA	2	8.64	NA	Cerema	2020-12-18
1	90	Tuto	826435.796	6254376.861	-0.882	-0.471	0.609	2	1.752	10.414	2011-09-30	2013-07-01	3	5.94	5.94	5.94	5.94	5.94	5.94	NA	2	5.94	NA	Cerema	2020-12-18
1	91	Tuto	826483.591	6254289.022	-0.878	-0.479	0.62	2	1.752	10.656	2011-09-30	2013-07-01	3	6.08	6.08	6.08	6.08	6.08	6.08	NA	2	6.08	NA	Cerema	2020-12-18
1	92	Tuto	826531.592	6254201.296	-0.877	-0.48	0.622	2	1.752	5.28	2011-09-30	2013-07-01	3	3.01	3.01	3.01	3.01	3.01	3.01	NA	2	3.01	NA	Cerema	2020-12-18
1	93	Tuto	826579.594	6254113.57	-0.873	-0.488	0.633	2	1.752	1.316	2011-09-30	2013-07-01	3	0.75	0.75	0.75	0.75	0.75	0.75	NA	1	0.75	NA	Cerema	2020-12-18
1	94	Tuto	826628.556	6254026.383	-0.858	-0.513	0.668	2	1.752	5.153	2011-09-30	2013-07-01	3	-2.94	-2.94	-2.94	-2.94	-2.94	-2.94	NA	2	-2.94	NA	Cerema	2020-12-18
1	95	Tuto	826680.669	6253941.036	-0.853	-0.523	0.682	2	1.752	11.289	2011-09-30	2013-07-01	3	-6.44	-6.44	-6.44	-6.44	-6.44	-6.44	NA	2	-6.44	NA	Cerema	2020-12-18
1	96	Tuto	826734.369	6253856.681	-0.85	-0.527	0.688	2	1.752	11.319	2011-09-30	2013-07-01	3	-6.46	-6.46	-6.46	-6.46	-6.46	-6.46	NA	2	-6.46	NA	Cerema	2020-12-18
1	97	Tuto	826787.403	6253771.903	-0.821	-0.571	0.755	2	1.752	19.674	2011-09-30	2013-07-01	3	-11.23	-11.23	-11.23	-11.23	-11.23	-11.23	NA	2	-11.23	NA	Cerema	2020-12-18
1	98	Tuto	826849.046	6253693.919	-0.73	-0.684	0.951	2	1.752	28.012	2011-09-30	2013-07-01	3	-15.99	-15.99	-15.99	-15.99	-15.99	-15.99	NA	2	-15.99	NA	Cerema	2020-12-18
1	99	Tuto	826920.699	6253624.163	-0.697	-0.718	1.023	2	1.752	42.711	2011-09-30	2013-07-01	3	-24.38	-24.38	-24.38	-24.38	-24.38	-24.38	NA	2	-24.38	NA	Cerema	2020-12-18
1	100	Tuto	826992.352	6253554.407	-0.681	-0.732	1.057	2	1.752	51.062	2011-09-30	2013-07-01	3	-29.14	-29.14	-29.14	-29.14	-29.14	-29.14	NA	2	-29.14	NA	Cerema	2020-12-18
1	101	Tuto	827066.524	6253487.537	-0.63	-0.777	1.175	2	1.752	35.479	2011-09-30	2013-07-01	3	-20.25	-20.25	-20.25	-20.25	-20.25	-20.25	NA	2	-20.25	NA	Cerema	2020-12-18
1	102	Tuto	827145.629	6253426.362	-0.612	-0.791	1.219	2	1.752	33.183	2011-09-30	2013-07-01	3	-18.94	-18.94	-18.94	-18.94	-18.94	-18.94	NA	2	-18.94	NA	Cerema	2020-12-18
1	103	Tuto	827224.734	6253365.187	-0.618	-0.786	1.203	2	1.752	44.03	2011-09-30	2013-07-01	3	-25.13	-25.13	-25.13	-25.13	-25.13	-25.13	NA	2	-25.13	NA	Cerema	2020-12-18
1	104	Tuto	827305.061	6253305.681	-0.629	-0.778	1.178	2	1.752	50.198	2011-09-30	2013-07-01	3	-28.65	-28.65	-28.65	-28.65	-28.65	-28.65	NA	2	-28.65	NA	Cerema	2020-12-18
1	105	Tuto	827382.885	6253242.889	-0.615	-0.789	1.212	2	1.752	42.051	2011-09-30	2013-07-01	3	-24	-24	-24	-24	-24	-24	NA	2	-24	NA	Cerema	2020-12-18
1	106	Tuto	827463.057	6253183.144	-0.588	-0.809	1.28	2	1.752	30.149	2011-09-30	2013-07-01	3	-17.21	-17.21	-17.21	-17.21	-17.21	-17.21	NA	2	-17.21	NA	Cerema	2020-12-18
1	107	Tuto	827544.566	6253125.215	-0.571	-0.821	1.325	2	1.752	30.249	2011-09-30	2013-07-01	3	-17.26	-17.26	-17.26	-17.26	-17.26	-17.26	NA	2	-17.26	NA	Cerema	2020-12-18
1	108	Tuto	827627.229	6253068.945	-0.56	-0.828	1.355	2	1.752	31.449	2011-09-30	2013-07-01	3	-17.95	-17.95	-17.95	-17.95	-17.95	-17.95	NA	2	-17.95	NA	Cerema	2020-12-18
1	109	Tuto	827710.25	6253013.2	-0.556	-0.831	1.366	2	1.752	31.337	2011-09-30	2013-07-01	3	-17.88	-17.88	-17.88	-17.88	-17.88	-17.88	NA	2	-17.88	NA	Cerema	2020-12-18
1	110	Tuto	827793.48	6252957.772	-0.553	-0.833	1.375	2	1.752	31.566	2011-09-30	2013-07-01	3	-18.01	-18.01	-18.01	-18.01	-18.01	-18.01	NA	2	-18.01	NA	Cerema	2020-12-18
1	111	Tuto	827876.671	6252902.284	-0.573	-0.819	1.319	2	1.752	29.854	2011-09-30	2013-07-01	3	-17.04	-17.04	-17.04	-17.04	-17.04	-17.04	NA	2	-17.04	NA	Cerema	2020-12-18
1	112	Tuto	827957.229	6252843.116	-0.626	-0.78	1.184	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
1	113	Tuto	828034.202	6252779.313	-0.661	-0.75	1.102	1	0	0	2011-09-30	2011-09-30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cerema	2020-12-18
